qid,vid,query,duration_seconds,relevant_duration_seconds,density,max_mean_saliency,relevant_windows,preview_url,hf_filename
7353,2QTwpuAdBb0_510.0_660.0,Woman holds a steady cam to show off her jumpsuit.,150.0,14.0,0.0933,3.667,"[[82, 96]]",https://www.youtube.com/embed/2QTwpuAdBb0?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/2QTwpuAdBb0_510.0_660.0.mp4
8272,2QTwpuAdBb0_660.0_810.0,A girl shows a pair of grey shorts she owns.,150.0,14.0,0.0933,3.667,"[[132, 146]]",https://www.youtube.com/embed/2QTwpuAdBb0?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/2QTwpuAdBb0_660.0_810.0.mp4
9733,TDO1SjX5Zmc_210.0_360.0,Man has a large cast in the hospital.,150.0,14.0,0.0933,3.667,"[[64, 78]]",https://www.youtube.com/embed/TDO1SjX5Zmc?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/TDO1SjX5Zmc_210.0_360.0.mp4
5870,5ybgNYzc4ZI_60.0_210.0,Woman pours herself a drink and downs it.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/5ybgNYzc4ZI?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/5ybgNYzc4ZI_60.0_210.0.mp4
6299,AUirDIAtLDQ_210.0_360.0,A young girl is playing flip master on her phone.,150.0,14.0,0.0933,3.667,"[[120, 134]]",https://www.youtube.com/embed/AUirDIAtLDQ?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/AUirDIAtLDQ_210.0_360.0.mp4
7489,1Bnm1nFJ_lY_510.0_660.0,Motorcycle has a yellow Honda decal.,150.0,14.0,0.0933,3.667,"[[30, 44]]",https://www.youtube.com/embed/1Bnm1nFJ_lY?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/1Bnm1nFJ_lY_510.0_660.0.mp4
8670,1G5bSIisZSA_510.0_660.0,"A man is talking to the camera when his friend appears behind him, waves, gives the thumbs up and laughs.",150.0,14.0,0.0933,3.667,"[[134, 144], [146, 150]]",https://www.youtube.com/embed/1G5bSIisZSA?start=510&end=660&version=3,moment_retrieval/qvhighlight/videos/1G5bSIisZSA_510.0_660.0.mp4
8703,Fc7J6a1CBLc_660.0_810.0,a woman pulls a wagon of of straw and mud,150.0,14.0,0.0933,3.667,"[[92, 106]]",https://www.youtube.com/embed/Fc7J6a1CBLc?start=660&end=810&version=3,moment_retrieval/qvhighlight/videos/Fc7J6a1CBLc_660.0_810.0.mp4
956,Wn9t3V88iQU_60.0_210.0,Dog walks down a hill.,150.0,14.0,0.0933,3.667,"[[62, 76]]",https://www.youtube.com/embed/Wn9t3V88iQU?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/Wn9t3V88iQU_60.0_210.0.mp4
7797,Wn9t3V88iQU_210.0_360.0,Man is carrying his son in his arms.,150.0,14.0,0.0933,3.667,"[[88, 102]]",https://www.youtube.com/embed/Wn9t3V88iQU?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/Wn9t3V88iQU_210.0_360.0.mp4
896,MxPaRTW_SUs_60.0_210.0,A woman showing her food decorated with red swirls of sauce.,150.0,14.0,0.0933,3.667,"[[0, 14]]",https://www.youtube.com/embed/MxPaRTW_SUs?start=60&end=210&version=3,moment_retrieval/qvhighlight/videos/MxPaRTW_SUs_60.0_210.0.mp4
6121,JA5z51jdHG0_210.0_360.0,The man in black shirt walks and talks near a building with black banners hanging about Eurovision.,150.0,14.0,0.0933,3.667,"[[136, 150]]",https://www.youtube.com/embed/JA5z51jdHG0?start=210&end=360&version=3,moment_retrieval/qvhighlight/videos/JA5z51jdHG0_210.0_360.0.mp4
